用户码,日期,客户端,性别
476364,11/7/2020,电脑,男
303959,10/15/2020,电脑,男
390945,12/4/2020,电脑,男
238845,11/23/2020,手机,男
275694,1/7/2021,手机,男
257407,12/24/2020,手机,女
334636,12/12/2020,手机,男
337025,10/19/2020,手机,女
450353,12/12/2020,手机,女
492751,10/9/2020,电脑,女
323363,12/17/2020,电脑,女
376459,10/8/2020,电脑,女
473296,1/4/2021,电脑,男
325362,12/14/2020,电脑,男
245248,10/10/2020,电脑,女
202035,12/18/2020,电脑,女
317882,10/31/2020,手机,男
418053,1/2/2021,电脑,女
386914,1/2/2021,手机,男
391775,10/23/2020,电脑,女
305597,11/16/2020,手机,女
207559,11/12/2020,电脑,男
328859,12/21/2020,电脑,男
256531,10/4/2020,电脑,男
441433,12/18/2020,电脑,女
312255,10/5/2020,电脑,男
499819,10/10/2020,手机,男
200279,10/3/2020,电脑,女
215859,1/1/2021,电脑,男
399263,10/3/2020,手机,男
347275,1/3/2021,电脑,男
253718,11/21/2020,手机,女
288153,12/16/2020,手机,女
405800,10/13/2020,电脑,男
354615,1/13/2021,电脑,男
439618,11/26/2020,手机,男
214974,12/22/2020,手机,女
357249,12/30/2020,手机,男
415722,11/14/2020,手机,女
444523,1/14/2021,电脑,女
384188,12/30/2020,手机,男
322509,1/24/2021,电脑,女
252760,12/7/2020,电脑,女
320369,12/9/2020,电脑,男
313492,11/14/2020,手机,女
281496,1/12/2021,手机,女
445036,1/24/2021,手机,男
387754,1/16/2021,电脑,女
420433,11/18/2020,电脑,女
377049,11/18/2020,手机,男
280847,1/23/2021,手机,女
254437,11/9/2020,电脑,男
294692,12/12/2020,手机,男
348973,11/2/2020,电脑,男
279561,1/14/2021,电脑,男
206579,10/25/2020,电脑,男
444029,12/23/2020,手机,女
303461,12/12/2020,电脑,女
361386,10/29/2020,电脑,男
433619,1/9/2021,手机,男
462584,11/2/2020,电脑,女
251475,10/27/2020,电脑,男
252651,12/9/2020,电脑,女
214176,1/13/2021,电脑,男
265139,1/21/2021,电脑,女
490236,11/26/2020,电脑,女
402504,12/7/2020,电脑,男
350149,10/27/2020,电脑,男
298349,12/15/2020,电脑,男
316396,1/24/2021,电脑,女
292705,10/15/2020,电脑,女
397405,1/5/2021,电脑,男
299111,12/13/2020,电脑,女
274707,10/9/2020,手机,女
279644,11/6/2020,手机,男
290152,1/16/2021,手机,女
458270,10/31/2020,电脑,女
422742,10/22/2020,电脑,女
467918,1/19/2021,电脑,男
359626,10/14/2020,手机,男
426398,1/5/2021,手机,男
383353,1/15/2021,电脑,男
360574,1/20/2021,手机,男
389550,10/16/2020,手机,男
292108,10/24/2020,手机,女
232333,12/28/2020,手机,男
314343,12/2/2020,电脑,男
284534,12/29/2020,电脑,女
318906,11/2/2020,手机,女
376342,11/5/2020,手机,男
246853,11/21/2020,手机,男
245433,12/24/2020,手机,女
291465,1/17/2021,电脑,男
234735,12/8/2020,电脑,男
401374,11/9/2020,电脑,男
325877,1/23/2021,电脑,男
216140,11/2/2020,电脑,男
263366,1/21/2021,电脑,女
424474,1/28/2021,电脑,女
391576,12/30/2020,电脑,男
319076,1/21/2021,电脑,女
260597,12/25/2020,手机,男
413479,12/5/2020,电脑,女
315803,11/25/2020,手机,女
374445,12/5/2020,手机,男
333900,10/7/2020,电脑,女
498998,1/22/2021,电脑,女
254541,1/9/2021,手机,女
389557,12/26/2020,手机,男
317625,11/30/2020,电脑,男
480356,10/4/2020,手机,女
274773,11/26/2020,手机,男
205696,12/15/2020,电脑,女
307263,12/24/2020,电脑,女
403415,11/12/2020,手机,女
283299,11/2/2020,手机,女
376481,1/21/2021,电脑,男
346591,12/25/2020,电脑,女
452394,11/12/2020,电脑,男
243069,12/14/2020,电脑,男
440409,11/13/2020,电脑,女
226870,11/8/2020,电脑,女
498796,10/14/2020,手机,男
352714,11/21/2020,电脑,男
392141,1/19/2021,电脑,女
231794,12/31/2020,电脑,女
228964,12/26/2020,电脑,女
338855,1/16/2021,电脑,女
385331,1/5/2021,手机,女
398223,11/18/2020,手机,男
316919,12/2/2020,电脑,男
222462,10/9/2020,手机,女
220447,1/28/2021,电脑,男
242459,11/10/2020,手机,男
337839,10/18/2020,电脑,女
395142,1/25/2021,电脑,男
435473,10/2/2020,电脑,男
467062,11/14/2020,电脑,男
448605,12/8/2020,电脑,男
359256,12/25/2020,电脑,女
327098,11/5/2020,电脑,女
437616,10/26/2020,电脑,女
354851,1/6/2021,电脑,女
479271,1/19/2021,手机,男
299315,10/15/2020,电脑,女
254016,12/25/2020,电脑,女
413832,12/17/2020,电脑,女
450991,12/1/2020,电脑,男
247333,10/29/2020,电脑,男
459514,10/25/2020,手机,男
395808,1/21/2021,电脑,男
466394,12/23/2020,电脑,女
364880,10/12/2020,电脑,男
210088,12/29/2020,手机,女
315614,1/12/2021,电脑,女
286463,10/20/2020,电脑,女
336380,10/4/2020,手机,女
271734,12/12/2020,电脑,女
452463,12/12/2020,手机,女
224143,11/9/2020,手机,男
301559,10/9/2020,电脑,男
224775,10/15/2020,手机,女
370160,11/22/2020,电脑,女
389380,10/24/2020,电脑,男
389665,12/13/2020,电脑,女
225530,11/10/2020,手机,男
325921,1/18/2021,电脑,男
217969,12/17/2020,电脑,女
277010,11/12/2020,电脑,男
490451,1/13/2021,电脑,女
411099,11/21/2020,电脑,女
236907,10/11/2020,电脑,男
420970,12/15/2020,电脑,男
350889,1/16/2021,电脑,女
424113,1/3/2021,手机,女
336591,1/13/2021,电脑,女
354009,10/3/2020,电脑,女
361189,10/4/2020,电脑,男
410342,1/16/2021,电脑,男
470697,11/18/2020,手机,女
413006,10/3/2020,手机,女
350089,1/2/2021,手机,女
355411,12/15/2020,电脑,女
277689,12/30/2020,手机,女
299630,11/5/2020,电脑,女
289200,10/21/2020,电脑,女
479724,11/14/2020,电脑,女
291923,10/19/2020,手机,女
399025,11/17/2020,手机,女
405886,10/2/2020,电脑,男
316970,10/22/2020,手机,男
277999,11/14/2020,电脑,女
384846,12/24/2020,手机,男
211191,1/12/2021,电脑,男
268096,1/27/2021,电脑,女
481692,11/8/2020,电脑,女
350820,1/28/2021,电脑,男
313429,12/14/2020,手机,男
364739,10/3/2020,手机,女
308947,12/20/2020,电脑,男
211561,11/29/2020,手机,女
331046,12/3/2020,电脑,男
351707,1/12/2021,电脑,男
351898,11/5/2020,电脑,男
309009,1/26/2021,手机,男
477880,12/10/2020,电脑,女
411265,10/12/2020,手机,女
458131,1/17/2021,手机,男
256384,10/23/2020,电脑,男
314073,12/10/2020,电脑,女
254436,12/8/2020,手机,女
482163,1/27/2021,电脑,男
310478,10/23/2020,手机,男
499848,12/30/2020,手机,男
244149,11/9/2020,电脑,女
363358,12/10/2020,手机,女
200404,12/24/2020,电脑,男
202661,1/1/2021,电脑,男
256453,11/10/2020,手机,女
475405,10/26/2020,手机,男
301738,1/1/2021,电脑,女
327507,11/8/2020,电脑,男
455365,11/8/2020,手机,女
471448,1/12/2021,手机,女
376605,12/27/2020,电脑,女
292253,12/11/2020,电脑,女
241407,12/4/2020,手机,男
328075,10/3/2020,电脑,女
232541,10/1/2020,电脑,女
330394,11/5/2020,手机,女
296891,1/20/2021,手机,男
238751,1/12/2021,电脑,男
317248,1/7/2021,手机,男
201134,10/26/2020,电脑,男
391305,12/12/2020,手机,女
495450,1/2/2021,手机,女
404167,10/24/2020,手机,女
311867,1/3/2021,手机,女
496124,1/9/2021,电脑,女
200406,1/22/2021,电脑,女
314547,10/11/2020,手机,男
257222,11/21/2020,电脑,男
338518,1/21/2021,电脑,女
217380,11/7/2020,电脑,女
314630,1/13/2021,手机,男
218712,11/26/2020,手机,男
467954,10/9/2020,手机,女
361109,12/20/2020,手机,男
252345,11/13/2020,电脑,男
384839,1/1/2021,手机,女
473522,11/9/2020,电脑,女
365238,11/7/2020,手机,男
387746,11/18/2020,电脑,男
400720,11/2/2020,电脑,女
312885,10/4/2020,手机,女
275539,11/4/2020,手机,女
497057,11/8/2020,电脑,女
370633,1/6/2021,手机,女
397846,12/2/2020,电脑,男
440801,10/9/2020,电脑,男
319896,12/7/2020,电脑,男
419948,11/20/2020,电脑,女
223993,12/23/2020,手机,女
202809,10/27/2020,电脑,女
473187,10/10/2020,手机,男
343543,1/7/2021,电脑,女
212768,10/11/2020,电脑,女
267349,12/30/2020,电脑,男
454388,1/23/2021,电脑,女
330429,10/22/2020,手机,女
281211,11/28/2020,电脑,女
230085,12/12/2020,手机,女
203517,10/16/2020,电脑,男
451775,1/12/2021,电脑,男
496541,1/12/2021,电脑,男
256480,11/3/2020,电脑,男
369723,11/24/2020,电脑,男
341656,10/6/2020,电脑,女
409877,1/18/2021,电脑,女
474133,1/18/2021,电脑,女
237151,11/6/2020,电脑,男
363647,12/5/2020,电脑,男
459644,1/27/2021,手机,男
439002,10/24/2020,电脑,男
381112,10/5/2020,电脑,女
355870,12/7/2020,手机,女
355116,10/26/2020,电脑,男
272556,10/15/2020,电脑,男
373346,12/4/2020,电脑,女
259762,1/27/2021,电脑,女
322625,10/26/2020,手机,男
281449,10/25/2020,电脑,女
441512,12/4/2020,电脑,男
278675,12/16/2020,电脑,女
483236,10/11/2020,手机,男
386616,12/2/2020,电脑,男
494181,11/8/2020,手机,男
315015,10/15/2020,电脑,女
424624,12/1/2020,手机,女
422881,12/11/2020,手机,女
348389,11/15/2020,电脑,男
333672,12/28/2020,电脑,男
451428,12/5/2020,电脑,女
454271,11/11/2020,电脑,男
481885,12/23/2020,电脑,男
436804,1/13/2021,手机,女
395826,10/11/2020,电脑,女
409975,11/23/2020,电脑,女
301278,11/29/2020,电脑,女
456106,12/12/2020,电脑,女
392842,10/19/2020,电脑,男
278809,1/3/2021,电脑,女
317438,10/1/2020,电脑,女
236986,12/22/2020,手机,男
397883,12/30/2020,手机,男
369691,10/10/2020,电脑,男
429341,11/7/2020,手机,男
238562,1/14/2021,电脑,男
344501,10/26/2020,电脑,男
341143,1/5/2021,电脑,男
328161,10/21/2020,电脑,男
314789,1/16/2021,电脑,男
338565,1/5/2021,手机,男
417559,12/7/2020,电脑,女
223870,10/18/2020,电脑,男
301453,12/17/2020,电脑,男
420722,12/27/2020,电脑,男
306712,1/3/2021,电脑,男
467973,1/13/2021,手机,男
434495,10/31/2020,电脑,女
310792,1/6/2021,手机,女
370931,11/27/2020,手机,男
235433,1/14/2021,电脑,女
268982,11/22/2020,电脑,女
395373,11/4/2020,电脑,男
268840,1/24/2021,电脑,男
487705,12/31/2020,电脑,男
249922,10/6/2020,手机,男
465758,1/22/2021,电脑,男
251969,12/24/2020,手机,女
393112,12/13/2020,电脑,男
449306,10/18/2020,电脑,男
301056,10/24/2020,电脑,男
408911,10/16/2020,电脑,女
366962,11/21/2020,电脑,男
394937,10/2/2020,电脑,男
278836,1/15/2021,电脑,女
454071,1/27/2021,电脑,男
235035,1/3/2021,电脑,女
226820,10/30/2020,手机,男
215469,12/25/2020,电脑,女
321979,10/7/2020,电脑,男
273756,10/23/2020,电脑,女
435236,10/2/2020,电脑,女
265531,12/4/2020,电脑,女
465044,10/10/2020,电脑,男
392652,11/7/2020,手机,女
352824,10/12/2020,电脑,女
208456,10/21/2020,电脑,男
290054,11/29/2020,手机,男
214340,10/27/2020,电脑,女
437202,12/31/2020,电脑,男
369724,11/15/2020,手机,女
456191,12/13/2020,手机,女
444545,12/7/2020,电脑,男
333347,12/24/2020,手机,女
219527,1/1/2021,电脑,男
369708,10/31/2020,电脑,男
326702,11/12/2020,手机,男
407532,12/26/2020,手机,女
296244,11/8/2020,手机,男
275693,10/28/2020,电脑,男
290930,1/18/2021,电脑,女
274339,11/13/2020,电脑,男
488380,11/28/2020,电脑,男
426553,10/22/2020,电脑,女
327438,11/22/2020,电脑,女
324190,10/4/2020,电脑,男
392184,1/13/2021,手机,女
481015,12/27/2020,手机,男
427710,11/18/2020,电脑,女
232951,10/18/2020,电脑,男
454674,10/15/2020,电脑,男
395894,10/18/2020,手机,男
419631,10/4/2020,手机,女
260363,11/4/2020,电脑,男
295508,1/17/2021,电脑,女
484687,10/8/2020,电脑,男
300374,12/13/2020,电脑,男
240881,12/27/2020,电脑,女
447407,11/20/2020,电脑,男
351824,1/6/2021,电脑,女
423623,12/4/2020,手机,男
389638,12/24/2020,电脑,女
490899,1/4/2021,电脑,男
340317,12/15/2020,手机,男
371844,11/28/2020,电脑,女
205250,11/30/2020,手机,女
210232,10/7/2020,电脑,女
369161,10/23/2020,手机,男
218840,11/13/2020,手机,男
497741,1/22/2021,电脑,女
444761,11/1/2020,电脑,男
219506,10/26/2020,手机,男
300297,11/19/2020,电脑,女
208754,10/12/2020,手机,女
431815,10/4/2020,电脑,女
386958,1/28/2021,手机,男
410347,10/6/2020,电脑,女
346282,12/31/2020,手机,男
486009,10/21/2020,电脑,男
233337,11/14/2020,电脑,男
369152,10/9/2020,电脑,女
418885,12/24/2020,手机,男
276935,11/4/2020,电脑,男
464194,10/4/2020,电脑,女
349600,1/10/2021,手机,男
353594,11/27/2020,电脑,男
478133,11/12/2020,电脑,男
266518,12/4/2020,电脑,男
268250,12/29/2020,电脑,男
293706,10/13/2020,电脑,男
267713,1/22/2021,电脑,女
404500,1/19/2021,电脑,女
442239,11/28/2020,手机,女
497833,10/7/2020,手机,女
401871,10/11/2020,手机,男
496742,10/31/2020,手机,男
412244,12/21/2020,电脑,女
406747,12/6/2020,手机,男
430186,11/3/2020,手机,女
213242,12/8/2020,手机,男
368733,10/12/2020,电脑,男
388635,10/17/2020,电脑,女
452983,11/11/2020,手机,男
409772,10/26/2020,电脑,男
433261,1/11/2021,手机,男
369236,12/18/2020,电脑,男
223575,11/20/2020,电脑,女
396499,10/23/2020,手机,男
290844,11/6/2020,手机,女
214330,10/17/2020,手机,男
250891,12/18/2020,电脑,男
434223,10/19/2020,手机,男
461481,1/3/2021,电脑,女
272727,12/1/2020,电脑,女
411829,10/26/2020,电脑,女
353237,12/31/2020,电脑,女
272654,10/13/2020,电脑,女
269185,12/20/2020,电脑,女
263353,10/23/2020,电脑,女
431037,12/23/2020,手机,女
485743,1/5/2021,手机,女
429764,10/6/2020,电脑,男
482048,11/10/2020,手机,男
398483,10/28/2020,电脑,女
377724,10/14/2020,电脑,男
248910,10/2/2020,电脑,女
353816,11/11/2020,手机,女
221663,1/8/2021,电脑,女
280068,12/29/2020,电脑,女
487484,11/1/2020,手机,女
434854,11/6/2020,手机,男
215258,11/14/2020,手机,男
385776,12/8/2020,手机,男
214524,1/9/2021,电脑,男
360129,1/19/2021,电脑,男
211515,10/7/2020,手机,女
299780,12/13/2020,电脑,男
398725,10/17/2020,手机,男
357578,12/26/2020,电脑,男
408384,1/20/2021,手机,男
316853,11/18/2020,手机,女
492109,10/10/2020,手机,男
401808,1/4/2021,电脑,男
343450,12/30/2020,电脑,男
248554,11/23/2020,手机,男
344569,12/14/2020,电脑,男
334573,12/11/2020,电脑,男
299683,12/5/2020,手机,女
220167,12/4/2020,手机,男
412896,1/2/2021,电脑,女
458830,11/1/2020,电脑,男
318845,11/11/2020,电脑,男
332180,12/11/2020,电脑,男
254351,11/13/2020,手机,女
470988,10/25/2020,手机,女
230566,1/11/2021,手机,女
309174,1/13/2021,电脑,男
421574,12/3/2020,手机,女
209533,11/11/2020,电脑,女
287509,11/13/2020,电脑,男
436080,12/29/2020,电脑,男
421590,11/25/2020,电脑,女
283829,11/11/2020,电脑,女
307393,11/22/2020,电脑,男
233128,11/15/2020,手机,男
374900,11/22/2020,电脑,男
472428,11/3/2020,电脑,女
355816,10/27/2020,手机,男
213672,1/21/2021,电脑,男
211784,12/20/2020,电脑,女
472002,12/23/2020,电脑,男
443994,12/10/2020,电脑,女
303546,12/19/2020,手机,女
256164,12/8/2020,电脑,女
369084,1/7/2021,电脑,女
461390,10/22/2020,手机,女
358282,12/18/2020,手机,女
333593,1/2/2021,电脑,女
440309,1/19/2021,电脑,女
304529,12/13/2020,手机,女
363820,1/16/2021,手机,女
242808,11/16/2020,电脑,女
348771,10/25/2020,手机,男
343348,11/21/2020,电脑,女
268340,1/8/2021,电脑,男
479027,12/26/2020,电脑,女
278624,11/2/2020,电脑,男
282337,12/3/2020,电脑,女
221677,12/11/2020,电脑,女
236071,11/23/2020,电脑,女
212651,10/11/2020,电脑,女
380355,1/1/2021,电脑,男
333651,1/7/2021,电脑,男
294586,10/20/2020,手机,女
438439,1/4/2021,电脑,男
334471,11/23/2020,手机,女
484712,12/19/2020,电脑,男
292806,12/7/2020,电脑,男
271890,12/12/2020,电脑,男
338143,1/26/2021,手机,男
456111,1/22/2021,手机,男
403474,10/1/2020,手机,女
245815,11/1/2020,手机,男
387774,10/12/2020,手机,男
471742,1/11/2021,电脑,男
417799,12/8/2020,电脑,男
223394,1/1/2021,电脑,女
369898,12/1/2020,手机,男
430167,10/18/2020,电脑,女
342642,1/24/2021,电脑,女
415219,10/23/2020,手机,男
219015,10/26/2020,电脑,男
264516,10/12/2020,手机,男
220451,10/19/2020,电脑,男
211495,10/28/2020,电脑,男
205374,12/19/2020,手机,女
220524,12/19/2020,手机,女
355592,12/14/2020,手机,女
430684,1/5/2021,电脑,女
328280,12/4/2020,电脑,男
439416,10/27/2020,电脑,男
441995,1/13/2021,手机,男
433237,11/30/2020,电脑,女
357479,1/16/2021,电脑,男
244131,11/14/2020,电脑,男
379225,11/29/2020,电脑,女
492867,11/21/2020,手机,男
357746,1/7/2021,电脑,男
479491,10/5/2020,手机,女
307758,11/25/2020,手机,男
344992,12/14/2020,电脑,男
392513,11/2/2020,手机,男
430370,12/1/2020,电脑,男
268932,1/11/2021,电脑,女
230940,1/9/2021,手机,男
376030,11/7/2020,电脑,女
457174,1/20/2021,电脑,男
320219,1/5/2021,电脑,男
388066,12/13/2020,手机,女
215603,11/19/2020,电脑,男
496503,10/28/2020,电脑,男
455414,1/11/2021,电脑,女
397523,10/30/2020,电脑,男
455650,12/17/2020,电脑,女
287023,10/14/2020,手机,女
312355,11/23/2020,手机,女
255220,12/22/2020,电脑,男
378212,11/11/2020,手机,女
449650,10/24/2020,电脑,女
323356,12/27/2020,手机,男
365833,1/14/2021,电脑,男
307385,11/17/2020,电脑,女
212232,12/29/2020,电脑,男
375682,11/28/2020,电脑,女
402935,10/18/2020,电脑,男
339969,10/29/2020,手机,女
452926,10/28/2020,电脑,女
461699,12/10/2020,手机,男
363591,1/6/2021,手机,女
466159,1/3/2021,手机,女
480570,1/14/2021,手机,女
453202,1/22/2021,电脑,男
261752,11/6/2020,手机,男
330674,10/5/2020,电脑,男
475859,12/7/2020,手机,女
318617,1/6/2021,电脑,男
208077,10/31/2020,电脑,女
289656,10/11/2020,电脑,男
314388,11/16/2020,电脑,女
278297,12/18/2020,电脑,女
339923,1/19/2021,电脑,女
355304,1/10/2021,手机,女
358322,1/5/2021,电脑,女
430428,11/15/2020,手机,男
499776,12/1/2020,电脑,女
275984,11/8/2020,电脑,女
403086,1/15/2021,手机,男
435834,11/3/2020,电脑,女
487607,1/3/2021,手机,男
276040,10/23/2020,电脑,女
482906,12/8/2020,电脑,男
498497,10/14/2020,电脑,女
472908,12/22/2020,电脑,女
496776,12/7/2020,电脑,男
477133,10/14/2020,电脑,女
293278,1/10/2021,电脑,女
386079,1/17/2021,手机,男
372558,12/19/2020,电脑,男
323840,1/28/2021,手机,男
463281,1/28/2021,电脑,女
267681,11/17/2020,手机,男
265314,11/22/2020,电脑,女
399589,11/6/2020,电脑,女
223457,10/22/2020,电脑,女
296967,11/20/2020,电脑,女
321187,10/28/2020,电脑,女
405355,1/17/2021,手机,女
218700,1/2/2021,电脑,男
484498,1/5/2021,电脑,男
266049,11/24/2020,电脑,男
468559,1/11/2021,电脑,女
307330,10/26/2020,电脑,男
380327,10/7/2020,电脑,女
372959,11/17/2020,电脑,女
356738,12/25/2020,电脑,男
230924,1/5/2021,电脑,男
443399,10/27/2020,电脑,女
433469,12/8/2020,电脑,男
334990,1/19/2021,电脑,女
475664,12/11/2020,电脑,女
288894,1/4/2021,电脑,女
360248,1/27/2021,电脑,女
441375,11/17/2020,电脑,女
223433,11/3/2020,手机,男
469854,10/4/2020,电脑,男
337345,12/21/2020,电脑,男
460394,1/3/2021,电脑,女
217680,10/12/2020,电脑,男
329355,11/2/2020,手机,女
249490,12/21/2020,电脑,女
426397,1/23/2021,手机,男
253671,11/4/2020,电脑,女
425934,1/8/2021,手机,女
203024,10/18/2020,电脑,女
318450,1/15/2021,电脑,女
428000,10/22/2020,电脑,男
370950,10/12/2020,手机,男
444180,11/29/2020,电脑,女
286950,1/4/2021,电脑,女
487338,10/21/2020,手机,男
395867,1/4/2021,电脑,男
263862,11/9/2020,手机,女
328035,1/6/2021,电脑,男
229299,12/19/2020,电脑,女
254546,10/25/2020,电脑,男
344156,11/29/2020,电脑,男
431138,12/1/2020,电脑,女
425785,11/17/2020,手机,男
255378,11/11/2020,手机,女
431884,11/26/2020,手机,男
233282,11/26/2020,手机,男
291859,12/5/2020,手机,男
423642,11/7/2020,手机,女
384538,12/25/2020,手机,女
412082,1/18/2021,电脑,男
456771,11/28/2020,电脑,女
459997,1/22/2021,手机,女
330226,10/10/2020,电脑,男
477173,12/18/2020,电脑,女
328772,12/28/2020,手机,男
210620,1/25/2021,电脑,男
423036,11/22/2020,电脑,女
200812,12/20/2020,手机,女
377205,11/20/2020,手机,女
437419,1/3/2021,电脑,男
437823,10/12/2020,电脑,女
324021,10/1/2020,电脑,男
